pert_iname,inchi_key,canonical_smiles,pubchem_cid
scopolamine,STECJAGHUSJQJN-WLQVYHSDSA-N,CN1C2C[C@@H](C[C@H]1[C@H]1OC21)OC(=O)[C@H](CO)c1ccccc1,5702114
siguazodan,NUHPODZZKHQQET-UHFFFAOYSA-N,CN\C(NC#N)=N/c1ccc(cc1)C1=NNC(=O)CC1C,72124
cycloheximide,YPHMISFOHDHNIV-UHFFFAOYSA-N,CC1CC(C)C(=O)C(C1)C(O)CC2CC(=O)NC(=O)C2,-666
paroxetine,AHOUBRCZNHFOSL-UHFFFAOYSA-N,Fc1ccc(cc1)C2CCNCC2COc3ccc4OCOc4c3,9951025
niguldipine,SVJMLYUFVDMUHP-UHFFFAOYSA-N,COC(=O)C1=C(C)NC(=C(C1c2cccc(c2)[N+](=O)[O-])C(=O)OCCCN3CCC(CC3)(c4ccccc4)c5ccccc5)C,1236
prednisone,XOFYZVNMUHMLCC-BDQMTFAOSA-N,C[C@]12CC(=O)C3C(CCC4=CC(=O)C=C[C@]34C)C1CC[C@]2(O)C(=O)CO,-666
cabergoline,KORNTPPJEAJQIU-UHFFFAOYSA-N,CCNC(=O)N(CCCN(C)C)C(=O)C1CC2C(Cc3c[nH]c4cccc2c34)N(CC=C)C1,-666
clobetasol,CBGUOGMQLZIXBE-DZLFUUCZSA-N,CCC(=O)OC1([C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C)C(=O)CCl,-666
alclometasone,DJHCCTTVDRAMEH-BNMIAHSWSA-N,CCC(=O)OCC(=O)C1(OC(=O)CC)[C@H](C)C[C@H]2[C@H]3[C@H](Cl)CC4=CC(=O)C=C[C@]4(C)[C@@H]3[C@@H](O)C[C@]12C,73707510
mexiletine,VLPIATFUUWWMKC-UHFFFAOYSA-N,CC(N)COc1c(C)cccc1C,-666
dehydrocholate,OHXPGWPVLFPUSM-NDGTYXLASA-N,C[C@H](CCC(O)=O)[C@H]1CCC2C3C(CC(=O)[C@]12C)[C@@]1(C)CCC(=O)CC1CC3=O,-666
terreic-acid-(-),NYFMSQHOGRWGFD-OOEDRKFMSA-N,CC1C(=O)[C@H]2O[C@H]2C(=O)C1=O,44483234
cyclosporin-a,PMATZTZNYRCHOR-UHFFFAOYSA-N,CCC1NC(=O)C(C(O)C(C)CC=CC)N(C)C(=O)C(C(C)C)N(C)C(=O)C(CC(C)C)N(C)C(=O)C(CC(C)C)N(C)C(=O)C(C)NC(=O)C(C)NC(=O)C(CC(C)C)N(C)C(=O)C(NC(=O)C(CC(C)C)N(C)C(=O)CN(C)C1=O)C(C)C,-666
amlodipine,HTIQEAQVCYTUBX-UHFFFAOYSA-N,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN,60496
quinidine,LOUPRKONTZGTKE-UHFFFAOYSA-N,COc1ccc2nccc(C(O)C3CC4CCN3CC4C=C)c2c1,11068
flunisolide,XSFJVAJPIHIPKU-CCRGDLLISA-N,CC1(C)O[C@@H]2CC3C4C[C@H](F)C5=CC(=O)C=CC5(C)C4C(O)CC3(C)[C@@]2(O1)C(=O)CO,5702174
ginsenoside,JDCPEKQWFDWQLI-UHFFFAOYSA-N,CC(=CCCC(C)(OC1OC(COC2OC(CO)C(O)C2O)C(O)C(O)C1O)C3CCC4(C)C3C(O)CC5C6(C)CCC(OC7OC(CO)C(O)C(O)C7OC8OC(CO)C(O)C(O)C8O)C(C)(C)C6CCC54C)C,100018
candesartan-cilextil,GHOSNRCGJFBJIB-UHFFFAOYSA-N,CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(cc1)-c1ccccc1-c1nnn[nH]1,-666
calcitriol,GMRQFYUYWCNGIN-KWJBEKLWSA-N,CC(CCCC(C)(C)O)C1CCC2C1(C)CCC\C2=C/C=C1/CC(O)CC(O)C1=C,21158442
parthenolide,KTEXNACQROZXEV-LKQBIRKESA-N,C\C1=C/CC[C@]2(C)OC2[C@H]2OC(=O)C(=C)[C@@H]2CC1,24870789
naltrexone,DQCKKXVULJGBQN-PODIIYFMSA-N,Oc1ccc2C[C@H]3N(CC4CC4)CCC45[C@@H](Oc1c24)C(=O)CC[C@@]35O,-666
NCS-382,UADPGHINQMWEAG-UHFFFAOYSA-N,OC1C(=CC(=O)O)CCCc2ccccc12,5875451
etomoxir,DZLOHEOHWICNIL-UHFFFAOYSA-N,CCOC(=O)C1(CCCCCCOc2ccc(Cl)cc2)CO1,123823
antimycin-a,UIFFUZWRFRDZJC-KSVNMYRZSA-N,CCCCCC[C@@H]1[C@@H](OC(=O)CC(C)C)[C@H](C)OC(=O)C(NC(=O)c2cccc(NC=O)c2O)[C@@H](C)OC1=O,6420045
K-858,JEFVYQYZCAVNTP-UHFFFAOYSA-N,CC(=O)NC1=NN(C(C)=O)C(C)(S1)c1ccccc1,2930014
phenoxybenzamine,QZVCTJOXCFMACW-UHFFFAOYSA-N,CC(COc1ccccc1)N(CCCl)Cc1ccccc1,5284441
naftidrofuryl,KBAFPSLPKGSANY-UHFFFAOYSA-N,CCN(CC)CCOC(=O)C(CC1CCCO1)Cc1cccc2ccccc12,-666
daunorubicin,STQGQHZAVUOBTE-JYZNYWJRSA-N,COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](OC5CC(N)C(O)C(C)O5)c4c(O)c3C(=O)c12)C(C)=O,-666
REV-5901,JRLOEMCOOZSCQP-UHFFFAOYSA-N,CCCCCC(O)c1cccc(OCc2ccc3ccccc3n2)c1,5059
BRD-A68721828,KXYGSTHZBCWBTC-ZIADKAODSA-N,CN/1C(C=C(C\C1=N\P(=O)(Oc2ccccc2)Oc3ccccc3)c4ccc(CO)cc4)C5CC5,23777654
brompheniramine,ZDIGNSYAACHWNL-UHFFFAOYSA-N,CN(C)CCC(c1ccc(Br)cc1)c1ccccn1,-666
NPK76-II-72-1,KZLQLABUFJNPSZ-UHFFFAOYSA-N,COc1cc(ccc1Nc1ncc2N(C)C(=O)CC(C)N(C3CCCC3)c2n1)C(=O)NC1CCN(C)CC1,46843648
BW-B70C,UAIYNMRLUHHRMF-UHFFFAOYSA-N,CC(C=Cc1cccc(Oc2ccc(F)cc2)c1)N(O)C(=O)N,-666
ouabain,LPMXVESGRSUGHW-XPXORLBYSA-N,C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)C4[C@H](O)C[C@]5(C)[C@H](CC[C@]5(O)C4CC[C@]3(O)C2)C2=CC(=O)OC2)[C@H](O)[C@H](O)[C@H]1O,-666
diltiazem,HSUGRBWQSSZJOP-UHFFFAOYSA-N,COc1ccc(cc1)C1Sc2ccccc2N(CCN(C)C)C(=O)C1OC(C)=O,-666
cyclosporin-a,PMATZTZNYRCHOR-IMVLJIQESA-N,CCC1NC(=O)C(C(O)C(C)C\C=C\C)N(C)C(=O)C(C(C)C)N(C)C(=O)C(CC(C)C)N(C)C(=O)C(CC(C)C)N(C)C(=O)C(C)NC(=O)C(C)NC(=O)C(CC(C)C)N(C)C(=O)C(NC(=O)C(CC(C)C)N(C)C(=O)CN(C)C1=O)C(C)C,-666
aminopentamide,NARHAGIVSFTMIG-UHFFFAOYSA-N,CC(CC(C(N)=O)(c1ccccc1)c1ccccc1)N(C)C,-666
dexamethasone,UREBDLICKHMUKA-HIERVMNKSA-N,C[C@@H]1CC2C3CCC4=CC(=O)C=CC4(C)[C@]3(F)[C@@H](O)CC2(C)[C@]1(O)C(=O)CO,73707402
bromocriptine,OZVBMTJYIDMWIL-UHFFFAOYSA-N,CC(C)CC1N2C(=O)C(NC(=O)C3CN(C)C4Cc5c(Br)[nH]c6cccc(C4=C3)c56)(OC2(O)C7CCCN7C1=O)C(C)C,-666
lovastatin,QLJODMDSTUBWDW-UHFFFAOYSA-N,CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC(O)CC(O)CC(=O)O)C12,3565209
forskolin,OHCQJHSOBUTRHG-UHFFFAOYSA-N,CC(=O)OC1C(O)C2C(C)(C)CCC(O)C2(C)C2(O)C(=O)CC(C)(OC12C)C=C,3413
naloxone,UZHSEJADLWPNLE-OGLQFSJHSA-N,Oc1ccc2C[C@H]3N(CC=C)CC[C@]4(C5Oc1c24)[C@@]3(O)CCC5=O,5702089
sulconazole,AFNXATANNDIXLG-UHFFFAOYSA-N,Clc1ccc(CSC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,65495
nafadotride,IDZASIQMRGPBCQ-UHFFFAOYSA-N,CCCCN1CCCC1CNC(=O)c1cc(C#N)c2ccccc2c1OC,3408722
cymarin,XQCGNURMLWFQJR-LZLVDNNYSA-N,COC1CC(O[C@H]2CC[C@]3(C=O)C4CC[C@]5(C)C(CC[C@]5(O)C4CC[C@]3(O)C2)C6=CC(=O)OC6)OC(C)C1O,-666
BH3I-1,JZLLRVWRJBPACN-FLIBITNWSA-N,CC(C)C(N1C(=O)/C(=C/c2ccccc2)/SC1=S)C(=O)O,-666
pravastatin,TUZYXOIXSAXUGO-XYLZAPOUSA-N,CCC(C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(O)=O)C12,6728942
K784-3188,STXBWZSVEOQYLQ-UHFFFAOYSA-N,COc1ccc(cc1)N(C(C(=O)NCCc2ccccc2)c3cccs3)C(=O)CCl,3689416
GW-6471,UEPVEQWUZJXOKB-UHFFFAOYSA-N,CCOC(=O)NCC(Cc1ccc(OCCc2nc(oc2C)c3ccccc3)cc1)NC(=CC(=O)c4ccc(cc4)C(F)(F)F)C,44634742
SKF-96365,HLMBXBGDBBCYII-UHFFFAOYSA-N,COc1ccc(CCCOC(Cn2ccnc2)c2ccc(OC)cc2)cc1,-666
lasalocid,BBMULGJBVDDDNI-YFGMYPSKSA-N,CC[C@H](C1OC(CC)(C[C@@H]1C)C1CC[C@](O)(CC)[C@H](C)O1)C(=O)C(C)[C@@H](O)[C@H](C)CCc1ccc(C)c(O)c1C(O)=O,-666
asiatic-acid,JXSVIVRDWWRQRT-BJZQJJFASA-N,C[C@@H]1CC[C@@]2(CC[C@]3(C)C(=CCC4[C@@]5(C)C[C@@H](O)[C@H](O)[C@@](C)(CO)C5CC[C@@]34C)[C@@H]2[C@H]1C)C(O)=O,-666
fexofenadine,RWTNPBWLLIMQHL-UHFFFAOYSA-N,CC(C)(C(O)=O)c1ccc(cc1)C(O)CCCN1CCC(CC1)C(O)(c1ccccc1)c1ccccc1,-666
ergometrine,WVVSZNPYNCNODU-UHFFFAOYSA-N,CC(CO)NC(=O)C1CN(C)C2Cc3c[nH]c4cccc(C2=C1)c34,3250
mocimycin,HMSYAPGFKGSXAJ-GQARRPNOSA-N,CCC(C(=O)NC/C=C\C=C(\C)/C(OC)C(C)C1OC(\C=C/C=C\C=C(\C)/C(=O)c2c(O)cc[nH]c2=O)C(O)C1O)C3(O)OC(\C=C/C=C\C)C(C)(C)C(O)C3O,24069689
hydrocortisone,JYGXADMDTFJGBT-UHFFFAOYSA-N,CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO,3640
exemestane,BFYIZQONLCFLEV-VQIOPMHJSA-N,C[C@]12CCC3C(CC(=C)C4=CC(=O)C=C[C@]34C)C1CCC2=O,-666
glycodeoxycholic-acid,WVULKSPCQVQLCU-UHFFFAOYSA-N,CC(CCC(=O)NCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,-666
isoxsuprine,BMUKKTUHUDJSNZ-UHFFFAOYSA-N,CC(COc1ccccc1)NC(C)C(O)c2ccc(O)cc2,11368
etodolac,NNYBQONXHNTVIJ-UHFFFAOYSA-N,CCc1cccc2c3CCOC(CC)(CC(O)=O)c3[nH]c12,-666
EI-231,XHSQDZXAVJRBMX-AYLPWXGPSA-N,OC[C@H]1O[C@H](C(O)[C@H]1O)n2cnc3cc(Cl)c(Cl)cc23,6610267
digoxin,LTMHDMANZUZIPE-YUICGFAKSA-N,C[C@H]1O[C@H](C[C@H](O)[C@@H]1O)O[C@H]1[C@@H](O)C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3CC[C@@]4(C)[C@H](CC[C@@H]5[C@@H]4C[C@@H](O)[C@]4(C)C(CC[C@]54O)C4=CC(=O)OC4)C3)O[C@@H]2C)O[C@@H]1C,30322
hydrocortisone,JYGXADMDTFJGBT-YDAVOWJHSA-N,C[C@]12C[C@H](O)C3C(CCC4=CC(=O)CC[C@]34C)C1CC[C@]2(O)C(=O)CO,5320346
deoxycorticosterone-acetate,VPGRYOFKCNULNK-CLIPTZFXSA-N,CC(=O)OCC(=O)[C@H]1CCC2C3CCC4=CC(=O)CC[C@]4(C)C3CC[C@]12C,-666
wortmannin,QDLHCMPXEPAAMD-UHFFFAOYSA-N,COCC1OC(=O)c2coc3c2C1(C)C1=C(C2CCC(=O)C2(C)CC1OC(C)=O)C3=O,-666
kavain,XEAQIWGXBXCYFX-BQYQJAHWSA-N,COC1=CC(=O)OC(C1)/C=C/c2ccccc2,5369129
isoxicam,SPTMROWPYQRZSX-UHFFFAOYSA-N,CN1C(C(=O)Nc2cc(C)on2)C(=O)c2ccccc2S1(=O)=O,-666
F-1061-0166,NFJXZWXCLRCTGM-UHFFFAOYSA-N,Cc1[nH]c2ccccc2c1C(Nc3cc(C)ccn3)c4ccc(Cl)cc4,3646984
vincristine,KUSGVVPSWLLOSB-UHFFFAOYSA-N,CCC1(O)CC2CN(C1)CCc3c([nH]c4ccccc34)C(C2)(C(=O)OC)c5cc6c(cc5OC)N(C=O)C7C86CCN9CC=CC(CC)(C98)C(C(=O)OC)C7(O)C(=O)OC,5022426
D-609,PWLXJBSAUKKGCM-UHFFFAOYSA-N,SC(=S)OC1CC2CC1C1CCCC21,45479729
cyclopentolate,SKYSRIRYMSLOIN-UHFFFAOYSA-N,CN(C)CCOC(=O)C(c1ccccc1)C1(O)CCCC1,-666
RK-682,CPQQKPHTOQWKMF-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(=O)C1C(=O)OC(CO)C1=O,-666
EMF-sumo1-11,HKPDBQHHTHILOX-UHFFFAOYSA-N,Fc1ccc(cc1)C(=O)C(CN2CCOCC2)c3ccccc3,659031
BRD-A77577770,XOMRRQXKHMYMOC-UHFFFAOYSA-O,CCCCCCCCCCCCCCCC(=O)OC(CC(O)=O)C[N+](C)(C)C,363417
hyoscyamine,RKUNBYITZUJHSG-QGAIPKOMSA-N,CN1C2CC[C@@H]1C[C@H](C2)OC(=O)[C@H](CO)c1ccccc1,-666
dobutamine,JRWZLRBJNMZMFE-UHFFFAOYSA-N,CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1,-666
prednisolone-hemisuccinate,APGDTXUMTIZLCJ-PILPDLGISA-N,C[C@]12C[C@H](O)C3C(CCC4=CC(=O)C=C[C@]34C)C1CC[C@]2(O)C(=O)COC(=O)CCC(O)=O,-666
nefopam,RGPDEAGGEXEMMM-UHFFFAOYSA-N,CN1CCOC(c2ccccc2)c2ccccc2C1,155290
calcifediol,JWUBBDSIWDLEOM-DWKIUPLPSA-N,CC(CCCC(C)(C)O)C1CCC2C1(C)CCC\C2=C/C=C1/CC(O)CCC1=C,46705323
testosterone,MUMGGOZAMZWBJJ-UHFFFAOYSA-N,CC12CCC3C(CCC4=CC(=O)CCC34C)C2CCC1O,5408
sirolimus,QFJCIRLUMZQUOT-XWBLMERNSA-N,COC1CC(CC(C)C2CC(=O)C(C)\C=C(C)\C(O)C(OC)C(=O)C(C)CC(C)\C=C\C=C\C=C(C)\C(CC3CCC(C)C(O)(O3)C(=O)C(=O)N3CCCCC3C(=O)O2)OC)CCC1O,-666
midodrine,PTKSEFOSCHHMPD-UHFFFAOYSA-N,COc1ccc(OC)c(c1)C(O)CNC(=O)CN,-666
bromocriptine,OZVBMTJYIDMWIL-NXIPCUEUSA-N,CC(C)CC1N2C(=O)[C@](NC(=O)C3CN(C)[C@@H]4Cc5c(Br)[nH]c6cccc(C4=C3)c56)(OC2(O)[C@@H]2CCCN2C1=O)C(C)C,-666
cinobufagin,XSIZUTIZDQZYMA-SBWPMOMYSA-N,C[C@@H]1C[C@H]2[C@@H](CC[C@@H]3C[C@@H](O)CC[C@@]32C)[C@]45O[C@@H]5[C@H](OC(=O)C)[C@@H](C14)c6ccc(=O)oc6,23947601
oxalomalic-acid,YILAUJBAPQXZGM-UHFFFAOYSA-N,OC(C(C(O)=O)C(=O)C(O)=O)C(O)=O,439620
hyperforin,GQRREYKSPJMLAW-KZFONMTISA-N,CC(C)C(=O)[C@@]12C(=O)C(CC=C(C)C)C(=O)[C@@](CC=C(C)C)(C[C@H](CC=C(C)C)[C@@]1(C)CCC=C(C)C)C2=O,51348735
EMF-sumo1-10,BTGJJKUUMGGZNO-UHFFFAOYSA-N,CCCCC(O)(C(CN1CCOCC1)c2ccc(Cl)cc2)c3ccc(F)cc3,24761501
KN-62,RJVLFQBBRSMWHX-UHFFFAOYSA-N,CN(C(Cc1ccc(OS(=O)(=O)c2cccc3cnccc23)cc1)C(=O)N4CCN(CC4)c5ccccc5)S(=O)(=O)c6cccc7cnccc67,3838
simvastatin,RYMZZMVNJRMUDD-UHFFFAOYSA-N,CCC(C)(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C12,-666
cycloheximide,KWCVNASRVVSXHH-LYUYJPIDSA-N,CCOC(=O)CN1C(=O)CC(C[C@@H](O)C2C[C@@H](C)C[C@H](C)C2=O)CC1=O,6610302
BRD-A82913781,PRKYYRSNDWFECB-GRSHGNNSSA-N,CCOC(=O)C1=C(C)N=c2s\c(=C/c3cc(Cl)c(OCC(O)=O)c(Cl)c3)c(=O)n2C1c1cccc(OC)c1,4061190
finasteride,DBEPLOCGEIEOCV-BYQKQGHSSA-N,CC(C)(C)NC(=O)[C@H]1CCC2C3CCC4NC(=O)C=C[C@]4(C)C3CC[C@]12C,10970751
fulvestrant,VWUXBMIQPBEWFH-IOMDSJNNSA-N,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)C(CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)Cc1cc(O)ccc31,5284640
naltrexone,DQCKKXVULJGBQN-UHFFFAOYSA-N,Oc1ccc2CC3N(CC4CC4)CCC5(C6Oc1c25)C3(O)CCC6=O,-666
rifampicin,JQXXHWHPUNPDRT-YOPQJBRCSA-N,CO[C@H]1\C=C\O[C@@]2(C)Oc3c(C2=O)c2c(O)c(\C=N\N4CCN(C)CC4)c(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)c(O)c2c(O)c3C,71760896
calpeptin,PGGUOGKHUUUWAF-UHFFFAOYSA-N,CCCCC(NC(=O)C(CC(C)C)NC(=O)OCc1ccccc1)C=O,2532
meloxicam,ZAHQBPYQBHTECE-UHFFFAOYSA-N,CN1C(C(=O)Nc2ncc(C)s2)C(=O)c2ccccc2S1(=O)=O,-666
baccatin-III,OVMSOCFBDVBLFW-IAGPSASASA-N,CC(=O)O[C@@H]1C2=C(C)[C@@H](O)C[C@@](O)([C@@H](OC(=O)c3ccccc3)C3[C@@]4(CO[C@@H]4C[C@H](O)[C@@]3(C)C1=O)OC(C)=O)C2(C)C,-666
estriol,UHQGCIIQUZBJAE-JZJKZLICSA-N,COc1ccc2C3CCC4(C)C(O)[C@H](O)CC4C3CCc2c1,6710621
calcitriol,GMRQFYUYWCNGIN-CSLIWIHMSA-N,CC(CCCC(C)(C)O)C1CCC2\C(CCC[C@@]12C)=C/C=C1/CC(O)C[C@H](O)C1=C,73707427
NCS-382,UADPGHINQMWEAG-CSKARUKUSA-N,OC1c2ccccc2CCC\C1=C/C(O)=O,-666
thioperamide,JFAYRTHYLOZRNL-UHFFFAOYSA-N,S=C(NC1CCCCC1)N2CCC(CC2)C3C=NC=N3,6713984
vinblastine,JXLYSJRDGCGARV-UHFFFAOYSA-N,CCC1(O)CC2CN(C1)CCc1c([nH]c3ccccc13)C(C2)(C(=O)OC)c1cc2c(cc1OC)N(C)C1C22CCN3CC=CC(CC)(C23)C(OC(C)=O)C1(O)C(=O)OC,3823887
guggulsterone,WDXRGPWQVHZTQJ-UHFFFAOYSA-N,CC=C1C(=O)CC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,21976524
yohimbine,BLGXFZZNTVWLAY-AMZRAFDVSA-N,COC(=O)C1[C@@H](O)CC[C@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@H]12,-666
nadolol,VWPOSFSPZNDTMJ-UCWKZMIHSA-N,CC(C)(C)NCC(O)COc1cccc2C[C@@H](O)[C@@H](O)Cc12,-666
naproxen,CMWTZPSULFXXJA-UHFFFAOYSA-N,COc1ccc2cc(ccc2c1)C(C)C(=O)O,1302
equilin,WKRLQDKEXYKHJB-UHFFFAOYSA-N,CC12CCC3C(=CCc4cc(O)ccc34)C1CCC2=O,-666
delcorine,XTLROSDJDZHIIK-YUXMBUEVSA-N,CCN1C[C@]2(COC)CC[C@H](OC)[C@]3([C@@H]4C[C@H]5[C@H](OC)[C@@H]4[C@@]6(C[C@@H]5OC)OCO[C@]76[C@@H](O)[C@@H]32)C17,-666
estriol,PROQIPRRNZUXQM-UHFFFAOYSA-N,CC12CCC3C(CCc4cc(O)ccc34)C2CC(O)C1O,3269
BRD-A89067742,WGHQUXKPQOLJDT-UHFFFAOYSA-N,O=C(Nc1cccs1)N2CCN(CC2)C(=O)C3CCCO3,2815576
bisoprolol,VHYCDWMUTMEGQY-UHFFFAOYSA-N,CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,-666
PD-102807,VDDUJINYXKGZLV-UHFFFAOYSA-N,CCOC(=O)c1c(C)[nH]c2ccc3OC4N(CCc5cc(OC)ccc45)Cc3c12,4995951
BRD-A89907244,FDLQUAHGVJTTSB-UHFFFAOYSA-N,NC(=O)N1C(=O)C2C(C3C(C4CC4)N(Cc5sc6ccccc6c5Cl)C2C=C3c7ccc(CO)cc7)C1=O,23777133
alclometasone,DJHCCTTVDRAMEH-PEDQINGESA-N,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@H](C)CC2C3[C@H](Cl)CC4=CC(=O)C=C[C@]4(C)C3[C@@H](O)C[C@@]21C,-666
fulvestrant,VWUXBMIQPBEWFH-UHFFFAOYSA-N,CC12CCC3C(C2CCC1O)C(CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)Cc4cc(O)ccc34,-666
estradiol-cypionate,UOACKFBJUYNSLK-OCTSOESTSA-N,C[C@]12CCC3C(CCc4cc(O)ccc34)C1CC[C@@H]2OC(=O)CCC1CCCC1,-666
chloroquine,WHTVZRBIWZFKQO-UHFFFAOYSA-N,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,-666
siguazodan,NUHPODZZKHQQET-UHFFFAOYSA-N,CNC(=Nc1ccc(cc1)C2=NNC(=O)CC2C)NC#N,-666
betamethasone-acetate,AKUJBENLRBOFTD-DKNQJTFPSA-N,C[C@H]1CC2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(C)=O,-666
danazol,POZRVZJJTULAOH-GSQPBCFPSA-N,C[C@]12CCC3C(CCC4=Cc5oncc5C[C@]34C)C1CC[C@@]2(O)C#C,-666
nalbuphine,NETZHAKZCGBWSS-XDWDPSITSA-N,O[C@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5OC1[C@]2(CCN3CC1CCC1)c45,5360630
lupanine,JYIJIIVLEOETIQ-RFPFOJJUSA-N,O=C1CCCC2C3CC(CN12)[C@@H]1CCCCN1C3,-666
ciglitazone,YZFWTZACSRHJQD-UHFFFAOYSA-N,CC1(COc2ccc(CC3SC(=O)NC3=O)cc2)CCCCC1,-666
L-755507,NYYJKMXNVNFOFQ-UHFFFAOYSA-N,CCCCCCNC(=O)Nc1ccc(cc1)S(=O)(=O)Nc2ccc(CCNCC(O)COc3ccc(O)cc3)cc2,-666
digitoxin,WDJUZGPOPHTGOT-KSVSUYAUSA-N,C[C@H]1O[C@H](C[C@H](O)[C@@H]1O)O[C@H]1[C@@H](O)C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3CC[C@@]4(C)[C@H](CCC5C4CC[C@]4(C)[C@H](CC[C@]54O)C4=CC(=O)OC4)C3)O[C@@H]2C)O[C@@H]1C,-666
thalidomide,UEJJHQNACJXSKW-UHFFFAOYSA-N,O=C1N(C2CCC(=O)NC2=O)C(=O)c2ccccc12,-666
dexamethasone-acetate,AKUJBENLRBOFTD-HIBZCRSPSA-N,C[C@@H]1CC2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(C)=O,-666
EMF-sumo1-2,QYOVKDKSKVPVHI-UHFFFAOYSA-N,[O-][N+](=O)c1cc(ccc1S(=O)CC(=O)Oc2ccc(Cl)cc2)C(F)(F)F,2203170
chlorpromazine,QEPPAOXKZOTMPM-UHFFFAOYSA-N,CN(C)CCCN1c2ccccc2S(=O)c2ccc(Cl)cc12,70413
bucladesine,CJGYSWNGNKCJSB-YVLZZHOMSA-N,CCCC(=O)Nc1ncnc2n(cnc12)[C@@H]1O[C@@H]2COP(O)(=O)O[C@H]2[C@H]1OC(=O)CCC,23666343
metaxalone,IMWZZHHPURKASS-UHFFFAOYSA-N,Cc1cc(C)cc(OCC2CNC(=O)O2)c1,15459
digoxin,LTMHDMANZUZIPE-QVYPYPLASA-N,C[C@H]1O[C@H](C[C@H](O)[C@@H]1O)O[C@H]1[C@@H](O)C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3CC[C@@]4(C)[C@H](CCC5C4C[C@@H](O)[C@]4(C)[C@H](CC[C@]54O)C4=CC(=O)OC4)C3)O[C@@H]2C)O[C@@H]1C,-666
maackiain,HUKSJTUUSUGIDC-UHFFFAOYSA-N,Oc1ccc2C3Oc4cc5OCOc5cc4C3COc2c1,-666
"androsta-1,4-dien-3,17-dione",LUJVUUWNAPIQQI-WFZCBACDSA-N,C[C@@]12CCC3C(CCC4=CC(=O)C=C[C@]34C)C2CCC1=O,-666
BRD-A95937159,HFHMZZBOHTVBEJ-UHFFFAOYSA-N,CCC1CCc2sc(cc2C1)C(=O)Nc1cc(ccc1OC)S(=O)(=O)N1CCOCC1,24242928
sertaconazole,JLGKQTAYUIMGRK-UHFFFAOYSA-N,Clc1ccc(C(Cn2ccnc2)OCc2csc3c(Cl)cccc23)c(Cl)c1,65863
EBPC,FQMSSTZJKSWSMP-UHFFFAOYSA-N,CCOC(=O)C1CN(Cc2ccccc2)C(=O)C1=O,-666
4-hydroxyretinoic-acid,KGUMXGDKXYTTEY-FRCNGJHJSA-N,CC(/C=C/C1=C(C)C(O)CCC1(C)C)=C\C=C\C(C)=C\C(O)=O,6438629
ungerine,DITOENWBJBNZSL-ORBLICNNSA-N,CO[C@H]1C=C2CCN(C)[C@H]2C3[C@@H]1OC(=O)c4cc5OCOc5cc34,23760135
U-74389F,LBGLGTAQLROFTM-PAHCNOFYSA-N,CC12CC=C3C(CCC4=CC(=O)C=CC43C)C2CC[C@@H]1C(=O)CN5CCN(CC5)c6cc(nc(n6)N7CCCC7)N8CCCC8,6610303
rosiglitazone,YASAKCUCGLMORW-UHFFFAOYSA-N,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,77999
